公告日期,代码,公告类型,标题,来源,链接,事件类型
2026-05-28 09:30:57,000582,证券新闻,北部湾港涨5.35% 近半年3家券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260528093140a7231592&s=b,证券新闻
2026-05-28 09:30:42,000582,证券新闻,北部湾港5月27日被融资净卖出811万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260528094655975d7413&s=b,证券新闻
2026-05-27 15:30:44,000582,证券新闻,北部湾港主力资金净流出3898.2万元 短期情绪扰动压制上行 长期依赖合作落地,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260527153448a4ca9260&s=b,证券新闻
2026-05-27 10:46:18,000582,证券新闻,北部湾港创52周新高，Q1净利增17%,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260527104716975ad3b5&s=b,证券新闻
2026-05-27 09:36:18,000582,证券新闻,北部湾港涨5.24% 券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260527093652a4c9c8be&s=b,证券新闻
2026-05-27 09:30:38,000582,证券新闻,北部湾港5月26日被融资净卖出365万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052709471894f59d4e&s=b,证券新闻
2026-05-27 09:24:16,000582,证券新闻,北部湾港集团与越南航海总公司交流座谈,国际金融报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260527092520975a99aa&s=b,证券新闻
2026-05-26 18:18:35,000582,证券新闻,北部湾港中标63.72万元 获券商积极评价股价上涨,自选股中标信息,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260526181839a4c8590b&s=b,证券新闻
2026-05-26 18:18:35,000582,证券新闻,北部湾港中标141.70万元 获券商积极评级股价上涨,自选股中标信息,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260526181839975938ec&s=b,证券新闻
2026-05-26 09:30:41,000582,证券新闻,北部湾港5月25日获融资净买入1626万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052609475794f31110&s=b,证券新闻
2026-05-25 16:11:25,000582,证券新闻,3132 万 ! 镇江船厂拟中标 1 艘4000 马力全回转拖轮,船海装备网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052519262094f1d236&s=b,证券新闻
2026-05-25 15:33:27,000582,公告/事件,北部湾港主力资金净流入5605万 短期情绪回暖叠加政策催化 短期震荡整固待业绩验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052515380294f15307&s=b,公告/事件
2026-05-25 10:35:30,000582,证券新闻,北部湾港涨5% 券商增持,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202605251035369755ce43&s=b,证券新闻
2026-05-25 09:30:37,000582,证券新闻,北部湾港5月22日被融资净卖出72万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260525094500a4c4c271&s=b,证券新闻
2026-05-23 07:36:57,000582,证券新闻,招标突变！北部湾港钦州码头 4000 马力纯电池动力拖轮项目宣告流标,船海装备网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260523074810a4c14b3b&s=b,证券新闻
2026-05-23 00:00:00,000582,证券新闻,交通运输行业定期报告：油价扰动未明等待航空右侧布局机会 极兔速递新晋港股蓝筹重点推荐,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052411362794ef1ffd&s=b,证券新闻
2026-05-22 15:21:59,000582,证券新闻,北部湾港主力资金净流出2706万 短期情绪扰动不改长期价值锚定,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026052215232194eb9d3e&s=b,证券新闻
2026-05-22 09:30:39,000582,证券新闻,北部湾港5月21日被融资净卖出727万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260522094651974ff476&s=b,证券新闻
2026-05-21 15:22:56,000582,证券新闻,北部湾港主力资金净流出852.2万 短期抛压收窄情绪趋稳,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260521152426a713f0eb&s=b,证券新闻
2026-05-21 12:54:48,000582,证券新闻,集运市场欧美、中东、红海等多条航线出现爆舱,财联社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260521125448a713a3b2&s=b,证券新闻
2026-05-21 09:30:37,000582,证券新闻,北部湾港5月20日被融资净卖出775万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260521094730974d4347&s=b,证券新闻
2026-05-20 15:29:20,000582,证券新闻,北部湾港主力资金净流出5431万 短期波动不改长期价值逻辑,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260520153218974b6395&s=b,证券新闻
2026-05-20 09:30:39,000582,证券新闻,北部湾港5月19日获融资净买入1746万元 环比降低24.72%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260520094651974aa7fb&s=b,证券新闻
2026-05-19 18:25:30,000582,公告/事件,北部湾港分红0.8元/10股，派息比19.4%,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260519182550a4b8a1d1&s=b,公告/事件
2026-05-19 18:23:27,000582,公告/事件,北部湾港：利润分配股权登记日为2026年5月26日,每日经济新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051918242297493284&s=b,公告/事件
2026-05-19 15:59:00,000582,证券新闻,李显龙参访北部湾港集团,港口圈,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051919125997494cbb&s=b,证券新闻
2026-05-19 15:42:47,000582,证券新闻,北部湾港主力资金净流入9782.7万元 港口估值修复预期强化,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260519154829a70efa25&s=b,证券新闻
2026-05-19 09:45:51,000582,证券新闻,北部湾港涨5% 券商看好,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051909455697480a03&s=b,证券新闻
2026-05-19 09:30:39,000582,证券新闻,北部湾港5月18日获融资净买入2319万元 环比增加156.22%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051909474494e2fab6&s=b,证券新闻
2026-05-18 15:47:48,000582,证券新闻,北部湾港主力资金净流入6806.6万元 短期情绪回暖支撑企稳反弹,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051815555494e14c9e&s=b,证券新闻
2026-05-18 09:30:38,000582,证券新闻,北部湾港5月15日获融资净买入905万元 环比增加28.03%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051809471994e084a7&s=b,证券新闻
2026-05-16 11:14:00,000582,证券新闻,北部湾港集团与平陆运河集团签署战略合作协议,人民财讯,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051611143294dd638a&s=b,证券新闻
2026-05-15 19:30:16,000582,证券新闻,北部湾港：西部陆海新通道核心枢纽,证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051519314594dc1a70&s=b,证券新闻
2026-05-15 18:21:02,000582,证券新闻,北部湾港：公司是西部陆海新通道核心枢纽，相较珠三角、长三角港口，具备东盟方向路径短、时效快，西南腹地成本低、海铁联运服务强的优势,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260515195823a4b0ac01&s=b,证券新闻
2026-05-15 15:20:16,000582,证券新闻,北部湾港主力资金净流出5093.3万元 短期风格切换压制表现 长期区域红利待重估,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202605151521189740959d&s=b,证券新闻
2026-05-15 09:30:38,000582,证券新闻,北部湾港5月14日获融资净买入707万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260515095132973febd1&s=b,证券新闻
2026-05-14 15:45:37,000582,证券新闻,北部湾港主力资金净流出2337.1万 短期震荡整固待景气验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260514155354a4add0f4&s=b,证券新闻
2026-05-14 09:30:41,000582,证券新闻,北部湾港5月13日被融资净卖出355万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260514094729a703d89f&s=b,证券新闻
2026-05-13 15:24:57,000582,证券新闻,北部湾港主力资金净流出6379.5万元 短期避险情绪升温压制上行空间,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260513152739a4ab5eef&s=b,证券新闻
2026-05-13 09:30:36,000582,证券新闻,北部湾港5月12日获融资净买入262万元 环比降低96.78%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260513094916973afa2a&s=b,证券新闻
2026-05-12 15:44:25,000582,证券新闻,北部湾港主力资金净流出2188.4万 短期抛压收窄情绪趋稳,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260512155442a7000af8&s=b,证券新闻
2026-05-12 09:55:53,000582,证券新闻,【独家】“运河+自贸港”！平陆运河力争东博会期间通航 构建“洋浦港—北部湾港—平陆运河”通道,人民财讯,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202605120955579737c4e0&s=b,证券新闻
2026-05-12 09:30:41,000582,证券新闻,北部湾港5月11日获融资净买入8133万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260512094748a6ffe5ce&s=b,证券新闻
2026-05-11 16:02:40,000582,证券新闻,北部湾港主力资金净流出9307.9万 短期获利了结触发震荡整固,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN202605111613579734b604&s=b,证券新闻
2026-05-11 09:42:01,000582,证券新闻,北部湾港大幅下跌 获利盘回吐与市场风格切换,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260511100623a4a8ae51&s=b,证券新闻
2026-05-11 09:30:38,000582,证券新闻,北部湾港5月8日被融资净卖出435万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026051109474697335599&s=b,证券新闻
2026-05-09 00:00:00,000582,证券新闻,航运港口行业动态报告：阿联酋退出OPEC 看好油运牛市不动摇,中信建投证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260509140213a6fefc0f&s=b,证券新闻
2026-05-08 16:04:06,000582,证券新闻,北部湾港主力资金净流入1.9亿元 短期情绪提振叠加区域战略催化,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260508161831a4a507c9&s=b,证券新闻
2026-05-08 15:59:59,000582,证券新闻,北部湾港怎么了？丨港口圈,港口圈,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260508173546a6fc1133&s=b,证券新闻
2026-05-08 15:55:03,000582,证券新闻,北部湾港：当前，公司正在开展平陆运河沿线的货源摸排与相应的泊位改造工程，以适配江海联运需求,每日经济新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260508155726a6fbb39d&s=b,证券新闻
2026-05-08 09:53:28,000582,证券新闻,港口航运板块盘初拉升，北部湾港涨停,财经网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260508095857a4a3c980&s=b,证券新闻
2026-05-08 09:32:26,000582,证券新闻,北部湾港大幅上涨 资金面与技术面共振推升股价,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026050810055494c78651&s=b,证券新闻
2026-05-08 09:30:37,000582,证券新闻,北部湾港5月7日获融资净买入670万元 环比增加16.63%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026050809492794c78031&s=b,证券新闻
2026-05-07 15:29:25,000582,证券新闻,北部湾港主力资金净流出2710.8万元 短期情绪转向谨慎待基本面验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260507153405a6f78a75&s=b,证券新闻
2026-05-07 09:30:41,000582,证券新闻,北部湾港5月6日获融资净买入574万元 环比降低60.02%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260507094650a49f9561&s=b,证券新闻
2026-05-06 16:03:21,000582,证券新闻,北部湾港主力资金净流入4960万 连续加仓驱动短期上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260506161155a6f37543&s=b,证券新闻
2026-05-06 09:30:35,000582,证券新闻,北部湾港4月30日获融资净买入1437万元 环比增加143.76%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260506094626a49b5d91&s=b,证券新闻
2026-05-06 09:15:00,000582,证券新闻,广西首个特钢新材料产业知识产权创新联合体落地北部湾港集团,百年建筑网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260506091508a6f1f8f2&s=b,证券新闻
2026-05-06 00:00:00,000582,证券新闻,交通运输行业周报：“五一”出行总量平稳增长 油运仍待通航,华源证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260506115645a49bd9eb&s=b,证券新闻
2026-05-03 09:03:28,000582,证券新闻,北部湾港钦州港域这个泊位扩建工程又有新进展！,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026050309263794c4aa9e&s=b,证券新闻
2026-05-02 00:00:00,000582,证券新闻,航运港口2026年4月专题：集装箱吞吐量稳增 原油吞吐量整体稳健,国海证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260502192637a4915cbc&s=b,证券新闻
2026-04-30 15:21:51,000582,公告/事件,北部湾港主力资金净流入904.5万 行业景气与业绩改善支撑长期走势,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260430152317a48a5658&s=b,公告/事件
2026-04-30 09:30:36,000582,证券新闻,北部湾港4月29日获融资净买入589万元 环比降低68.34%,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260430094904a4891296&s=b,证券新闻
2026-04-29 19:48:19,000582,公告/事件,北部湾港主力资金净流入1565.1万元 短期情绪提振叠加业绩支撑,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260429195033a486bae2&s=b,公告/事件
2026-04-29 10:53:47,000582,证券新闻,北部湾港4月28日获融资净买入1861万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260429111423a484a380&s=b,证券新闻
2026-04-29 09:57:00,000582,证券新闻,北部湾港拟投30.95亿扩建钦州大榄坪港区,见道网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260429184020a486774d&s=b,证券新闻
2026-04-29 07:58:11,000582,证券新闻,北部湾港2026年一季报简析：营收净利润同比双双增长，盈利能力上升,证券之星,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260429080128a6dae2c8&s=b,证券新闻
2026-04-28 15:48:08,000582,公告/事件,北部湾港主力资金净流入2671万 业绩超预期驱动估值修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260428154812a6d867fa&s=b,公告/事件
2026-04-28 15:44:29,000582,证券新闻,北部湾港截止03月31日股东人数6.75万户，人均持股3.20万股,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260428154440a4819f05&s=b,证券新闻
2026-04-28 09:59:51,000582,证券新闻,北部湾港4月27日被融资净卖出4万元,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260428101522a4806ea5&s=b,证券新闻
2026-04-28 00:00:00,000582,证券新闻,北部湾港：Q1归母净利同比+17% 区位红利空间广阔,财通证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260430100613a6dfec64&s=b,证券新闻
2026-04-27 16:44:07,000582,证券新闻,北部湾港主力资金净流入191.1万 短期情绪修复待量能验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260427164409a47d610a&s=b,证券新闻
2026-04-27 00:00:00,000582,证券新闻,交通运输行业周报：通达系快递盈利改善 油运博弈持续,华源证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260428084730a4800fe1&s=b,证券新闻
2026-04-25 07:00:00,000582,证券新闻,平陆运河预计9月通航 中国与东盟经贸启新章,21世纪经济报道,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260425070459a6cc51fe&s=b,证券新闻
2026-04-24 21:20:09,000582,证券新闻,广西将实施水运江河海一体化调度,中国新闻网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260424212234a6cb00cf&s=b,证券新闻
2026-04-24 16:09:23,000582,证券新闻,北部湾港主力资金净流出1774.4万元 短期承压待吞吐量数据验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260424160929a472f212&s=b,证券新闻
2026-04-24 09:47:02,000582,证券新闻,从口岸港口看中国—东盟贸易脉动,新华社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260424100912a471b157&s=b,证券新闻
2026-04-23 16:38:01,000582,证券新闻,北部湾港主力资金净流出746.5万 短期承压待政策与贸易数据验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260423163928a46e9ce5&s=b,证券新闻
2026-04-23 16:30:23,000582,证券新闻,北部湾港：通过自动化装卸、智能集卡、远程操控等应用，持续优化生产组织、提升运营效率,证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260423163249a6c55c42&s=b,证券新闻
2026-04-23 15:21:01,000582,证券新闻,北部湾港：相关智慧化改造有效改善了码头作业连续性与安全性，降低了现场人工依赖与综合运营成本，整体生产效率与服务保障能力得到稳步提升,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026042315411094bee8fb&s=b,证券新闻
2026-04-22 16:16:46,000582,证券新闻,北部湾港主力资金净流出2079万 战略合作落地前观望情绪主导,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260422162256a46a1593&s=b,证券新闻
2026-04-22 13:29:03,000582,证券新闻,中信建投：霍尔木兹扰动未完，油运上行逻辑仍在推进,中信建投证券研究,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026042208223394be05f4&s=b,证券新闻
2026-04-22 11:27:49,000582,证券新闻,北部湾港战略入股宁波远洋 两港联动聚合力 优势互补促共赢,中国水运报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260422113030a46923bc&s=b,证券新闻
2026-04-21 18:21:31,000582,证券新闻,北部湾港主力资金净流出1436.2万元 短期获利了结压制上行 短期调整中长期向好,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260421182144a4663c1a&s=b,证券新闻
2026-04-21 12:31:34,000582,证券新闻,北部湾港集团与海南港航战略合作！,中国航务周刊,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026042115095994bd8789&s=b,证券新闻
2026-04-20 16:19:15,000582,证券新闻,北部湾港主力资金净流入1698.3万元 短期震荡上行测试年内高点,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260420162409a461a8fe&s=b,证券新闻
2026-04-18 00:00:00,000582,公告/事件,交通运输行业定期报告：油价预期反复关注航空 快递涨价业绩高增可期,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260419080635a45d62b5&s=b,公告/事件
2026-04-17 17:11:08,000582,证券新闻,北部湾港主力资金净流入1194.4万元 短期情绪提振叠加防御配置逻辑,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260417171115a45886a3&s=b,证券新闻
2026-04-17 08:45:00,000582,证券新闻,北部湾港集团与四川港投集团开展交流座谈,证券时报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026041800574594bbde46&s=b,证券新闻
2026-04-16 16:49:57,000582,证券新闻,北部湾港主力资金净流入1134.6万 短期情绪回暖支撑震荡上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260416165002a6ab2710&s=b,证券新闻
2026-04-15 18:47:15,000582,公告/事件,北部湾港主力资金净流出761.7万元 短期止跌企稳待业绩验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260415184724a6a73264&s=b,公告/事件
2026-04-14 16:21:39,000582,证券新闻,北部湾港主力资金净流出1177.2万元 短期避险分流压制上行动能,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260414162410a44c20fe&s=b,证券新闻
2026-04-14 11:51:03,000582,证券新闻,北部湾港：公司围绕平陆运河即将通航，加快江海联运泊位及航道配套建设,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260414121748a44b57db&s=b,证券新闻
2026-04-14 11:42:03,000582,证券新闻,北部湾港：堆场设计效率相较人工码头提升30%,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026041413224394b982a5&s=b,证券新闻
2026-04-13 16:10:44,000582,证券新闻,北部湾港主力资金净流入204万 战略入股催化与地缘扰动引发多空博弈,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260413161051a69e98f3&s=b,证券新闻
2026-04-13 12:23:28,000582,证券新闻,封锁令倒计时！多艘油轮紧急掉头避险，全球航运陷入“避险模式”,金十数据,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026041312232894b8d04c&s=b,证券新闻
2026-04-10 17:52:17,000582,公告/事件,北部湾港主力资金净流出1853.4万元 短期获利了结压制上行 短期震荡整固待业绩验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260410175227a43edc60&s=b,公告/事件
2026-04-10 02:26:36,000582,证券新闻,地缘冲突形势多变 航运航空业波动加剧,上海证券报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260410022641a43c26c9&s=b,证券新闻
2026-04-09 20:21:02,000582,证券新闻,广西北部湾港钦州港域第二批5个江海联运泊位改造工程通过竣工验收,中国港口,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260410001619a72b4202&s=b,证券新闻
2026-04-09 16:27:12,000582,证券新闻,北部湾港主力资金净流入474万 短期震荡整固待经济复苏验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260409162719a43a7325&s=b,证券新闻
2026-04-09 00:59:10,000582,证券新闻,美伊停火后分歧重重 霍尔木兹海峡油轮通行继续受阻,财联社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260409010155a7275d0f&s=b,证券新闻
2026-04-08 16:00:30,000582,证券新闻,北部湾港主力资金净流入3630.8万 短期情绪回暖提振股价表现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260408160034a4cec609&s=b,证券新闻
2026-04-08 09:53:45,000582,证券新闻,北部湾港大幅上涨 资金净流入叠加板块走强及市场情绪回暖,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260408095351a4cd8560&s=b,证券新闻
2026-04-07 23:21:44,000582,证券新闻,伊朗外长：在伊方协调下，未来两周海峡可安全通行,https://www.odaily.news/zh-CN,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260408072236a4cd0539&s=b,证券新闻
2026-04-07 18:13:45,000582,证券新闻,北部湾港主力资金净流出1317万 短期抛压收窄情绪趋稳,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260407181355a4cb1e9c&s=b,证券新闻
2026-04-07 15:00:42,000582,证券新闻,北部湾港：平陆运河通航预计对公司经营产生积极影响,证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260407150130a4ca53d5&s=b,证券新闻
2026-04-07 10:34:17,000582,证券新闻,霍尔木兹海峡“受限”，全球航运还能撑多久？,中国航务周刊,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260407103215a4c97663&s=b,证券新闻
2026-04-06 00:00:00,000582,证券新闻,航运港口行业：霍尔木兹海峡通船量仍极低 重视油运行业中长期趋势,中信建投证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260406143139a4c69350&s=b,证券新闻
2026-04-04 00:00:00,000582,公告/事件,交通运输行业：民航燃油附加费上涨落地 高分红承诺强化公路配置价值,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260405112552a71a3b1d&s=b,公告/事件
2026-04-03 21:48:18,000582,证券新闻,宁波远洋2026年拟向特定对象发行A股股票,宁波远洋,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260404020253a4bf49d6&s=b,证券新闻
2026-04-03 19:49:12,000582,证券新闻,已涨11-12倍！全球航运成本飙升中枢或维持高位(附股),东方财富研究中心,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260403201231a715183d&s=b,证券新闻
2026-04-03 17:43:52,000582,证券新闻,北部湾港主力资金净流出3456.6万 短期承压待定增落地验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260403174356a4bdc10c&s=b,证券新闻
2026-04-03 10:33:17,000582,证券新闻,跨过东海与南海，宁波远洋引入北部湾港战投 欲募资近11亿元买船、买箱,每日经济新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260403103551a712db93&s=b,证券新闻
2026-04-03 00:18:50,000582,证券新闻,宁波远洋：引进战略投资者,每日经济新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260403002014a71136ad&s=b,证券新闻
2026-04-02 22:20:00,000582,证券新闻,宁波远洋：北部湾港股份有限公司持股比例拟升至5.00%,21世纪经济报道,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260402222141a4ba15d5&s=b,证券新闻
2026-04-02 22:11:14,000582,证券新闻,宁波远洋：拟定增募资不超10.95亿元,格隆汇,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260402221149a4ba0d88&s=b,证券新闻
2026-04-02 18:09:29,000582,证券新闻,北部湾港主力资金净流出2453.3万元 长期成长逻辑支撑估值修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260402180933a70ff013&s=b,证券新闻
2026-04-02 13:14:19,000582,证券新闻,北部湾港营收稳增盈利短期承压，战略红利护航长期成长,财通证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260402132835a4b7f4d3&s=b,证券新闻
2026-04-01 17:30:10,000582,公告/事件,北部湾港：公司2024年度业绩说明会采用网络远程文字交流的方式召开,证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260401173358a70aeb8d&s=b,公告/事件
